user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS5d34a0c6e56,45+,Tier 2,2024-01-23,Free,\N,2024-02-23,Premium
UIDJS5d368db3bbc,35-44,Tier 1,2024-10-23,VIP,\N,2024-11-23,Free
UIDJS5d3a314d227,18-24,Tier 1,2024-10-19,Premium,\N,\N,\N
UIDJS5d3db50ad95,18-24,Tier 1,2024-11-06,Free,\N,\N,\N
UIDJS5d3e2d9ea1a,25-34,Tier 1,2024-03-01,VIP,\N,2024-12-01,Free
UIDJS5d40183e5f8,18-24,Tier 2,2024-10-01,VIP,\N,\N,\N
UIDJS5d46be7c25b,35-44,Tier 1,2024-04-21,Premium,2024-05-25,\N,\N
UIDJS5d4cc30339f,25-34,Tier 2,2024-01-24,Premium,\N,\N,\N
UIDJS5d4cecb55f9,18-24,Tier 1,2024-09-14,VIP,\N,2024-12-14,Free
UIDJS5d4ea3b824d,25-34,Tier 1,2024-08-26,Premium,\N,\N,\N
UIDJS5d4f7b25754,18-24,Tier 2,2024-02-01,Free,\N,\N,\N
UIDJS5d543dcda62,18-24,Tier 1,2024-10-14,Premium,\N,\N,\N
UIDJS5d544bf05ed,25-34,Tier 1,2024-03-03,Premium,\N,2024-11-03,Free
UIDJS5d55d45194b,45+,Tier 2,2024-01-08,VIP,\N,2024-11-08,Premium
UIDJS5d5726c8956,25-34,Tier 1,2024-03-07,Premium,\N,\N,\N
UIDJS5d5d497d3f4,18-24,Tier 3,2024-02-09,Free,2024-06-15,\N,\N
UIDJS5d668723b97,25-34,Tier 1,2024-07-16,VIP,2024-12-11,\N,\N
UIDJS5d671468a69,35-44,Tier 1,2024-07-13,Premium,\N,\N,\N
UIDJS5d68ec926be,45+,Tier 1,2024-02-15,Premium,\N,\N,\N
UIDJS5d69bec9dfa,18-24,Tier 2,2024-07-26,Free,\N,\N,\N
UIDJS5d69f577117,25-34,Tier 3,2024-06-19,Free,\N,\N,\N
UIDJS5d6c9a91a20,45+,Tier 1,2024-08-10,Premium,\N,\N,\N
UIDJS5d6dc115ee4,25-34,Tier 1,2024-03-22,Free,\N,\N,\N
UIDJS5d6e50b8fee,25-34,Tier 1,2024-11-01,Free,\N,\N,\N
UIDJS5d6e86c5397,35-44,Tier 2,2024-10-01,Premium,\N,\N,\N
UIDJS5d6f21d5ef6,25-34,Tier 2,2024-05-23,Free,\N,\N,\N
UIDJS5d6fe118afd,25-34,Tier 1,2024-03-14,Premium,\N,\N,\N
UIDJS5d760584bb1,45+,Tier 2,2024-04-16,VIP,\N,2024-07-16,Premium
UIDJS5d768b6f251,25-34,Tier 2,2024-05-18,VIP,\N,2024-08-18,Premium
UIDJS5d76963135d,25-34,Tier 1,2024-05-20,Free,\N,\N,\N
UIDJS5d76e12d5d1,25-34,Tier 1,2024-03-15,Premium,\N,\N,\N
UIDJS5d786d5382d,25-34,Tier 2,2024-10-28,VIP,\N,\N,\N
UIDJS5d78bca85d1,25-34,Tier 2,2024-02-16,VIP,2024-04-05,\N,\N
UIDJS5d78f788c53,18-24,Tier 1,2024-06-28,Premium,\N,2024-10-28,Free
UIDJS5d795d7ca54,45+,Tier 3,2024-06-29,Free,2024-11-24,\N,\N
UIDJS5d7b1345f53,45+,Tier 1,2024-06-01,Free,\N,2024-08-01,Premium
UIDJS5d7e02f4c05,25-34,Tier 1,2024-07-11,VIP,\N,\N,\N
UIDJS5d7ffa4e6fb,25-34,Tier 2,2024-04-15,Free,\N,\N,\N
UIDJS5d80320e884,25-34,Tier 1,2024-04-22,VIP,\N,2024-07-22,Free
UIDJS5d80904b8f7,25-34,Tier 1,2024-07-10,VIP,2024-09-24,\N,\N
UIDJS5d80b2724a4,25-34,Tier 2,2024-03-06,Free,\N,\N,\N
UIDJS5d81a090809,25-34,Tier 1,2024-03-16,Premium,\N,2024-07-16,VIP
UIDJS5d846a7d6d9,25-34,Tier 3,2024-04-18,Premium,\N,\N,\N
UIDJS5d8606512af,18-24,Tier 2,2024-04-25,Free,2024-06-13,\N,\N
UIDJS5d87969d5b1,25-34,Tier 1,2024-10-21,VIP,\N,\N,\N
UIDJS5d8907675e9,25-34,Tier 1,2024-10-21,Premium,\N,\N,\N
UIDJS5d8ab9c69e2,25-34,Tier 2,2024-08-23,VIP,\N,\N,\N
UIDJS5d8e99708a5,25-34,Tier 2,2024-01-01,Free,2024-11-26,\N,\N
UIDJS5d91420493a,25-34,Tier 2,2024-04-06,Free,2024-05-22,\N,\N
UIDJS5d932b5533e,25-34,Tier 1,2024-02-28,Free,\N,\N,\N
UIDJS5d936c26f26,18-24,Tier 3,2024-11-04,VIP,\N,\N,\N
UIDJS5d93a5b699d,25-34,Tier 1,2024-10-10,Premium,\N,\N,\N
UIDJS5d9459d0b6f,25-34,Tier 3,2024-04-28,VIP,\N,\N,\N
UIDJS5d97034badb,25-34,Tier 1,2024-03-15,Premium,\N,\N,\N
UIDJS5d9752d8bd7,25-34,Tier 2,2024-11-15,Free,\N,\N,\N
UIDJS5d97cdd019d,25-34,Tier 2,2024-10-03,VIP,\N,2024-11-03,Free
UIDJS5d9830a9fe4,45+,Tier 3,2024-10-31,VIP,2024-12-17,\N,\N
UIDJS5d9a4aef901,45+,Tier 1,2024-05-30,VIP,\N,2024-07-30,Premium
UIDJS5d9f5fb5a0e,25-34,Tier 2,2024-06-16,Premium,\N,\N,\N
UIDJS5d9fa276d61,35-44,Tier 1,2024-03-24,Free,2024-08-26,\N,\N
UIDJS5da15c232cd,25-34,Tier 3,2024-02-20,VIP,\N,\N,\N
UIDJS5da15e75637,45+,Tier 1,2024-10-22,Premium,\N,\N,\N
UIDJS5da180a2f96,25-34,Tier 1,2024-10-29,Premium,\N,\N,\N
UIDJS5da2c0f234d,35-44,Tier 3,2024-03-05,VIP,\N,2024-04-05,Free
UIDJS5da49d7df6d,25-34,Tier 1,2024-02-29,Premium,\N,\N,\N
UIDJS5da84942edb,35-44,Tier 2,2024-11-27,Free,\N,\N,\N
UIDJS5da95e55203,35-44,Tier 1,2024-02-12,VIP,2024-09-22,\N,\N
UIDJS5daa088b7c5,25-34,Tier 1,2024-01-22,Premium,\N,\N,\N
UIDJS5dab9de103c,45+,Tier 2,2024-10-17,Premium,\N,\N,\N
UIDJS5dac17679c7,25-34,Tier 2,2024-09-02,Free,\N,2024-10-02,Premium
UIDJS5dac8f5dd55,18-24,Tier 3,2024-10-28,Free,\N,\N,\N
UIDJS5dae212a529,25-34,Tier 2,2024-09-17,Free,\N,\N,\N
UIDJS5daf7d1bde7,25-34,Tier 2,2024-10-31,VIP,\N,\N,\N
UIDJS5db327544c1,35-44,Tier 1,2024-03-16,Free,\N,\N,\N
UIDJS5db38aa326c,25-34,Tier 1,2024-06-21,Premium,2024-08-05,\N,\N
UIDJS5db46f5fea3,35-44,Tier 2,2024-01-04,Free,\N,\N,\N
UIDJS5db5a31dd20,45+,Tier 1,2024-08-08,Free,\N,\N,\N
UIDJS5dba9e49df3,35-44,Tier 3,2024-07-21,VIP,2024-09-28,\N,\N
UIDJS5dbc2aa085a,25-34,Tier 2,2024-03-18,VIP,2024-07-07,\N,\N
UIDJS5dbff20697a,25-34,Tier 2,2024-09-09,Premium,\N,\N,\N
UIDJS5dc3225675e,25-34,Tier 1,2024-10-15,Free,2024-12-06,\N,\N
UIDJS5dc327eb51a,35-44,Tier 2,2024-04-02,VIP,\N,\N,\N
UIDJS5dc3998980d,25-34,Tier 1,2024-06-21,Free,\N,\N,\N
UIDJS5dc3a50fc5f,35-44,Tier 3,2024-04-18,VIP,2024-09-24,\N,\N
UIDJS5dc46d790cd,25-34,Tier 3,2024-10-02,VIP,\N,2024-11-02,Premium
UIDJS5dc7fa29b23,25-34,Tier 1,2024-09-26,VIP,\N,\N,\N
UIDJS5dc8d719630,45+,Tier 3,2024-09-28,VIP,\N,\N,\N
UIDJS5dcba37a5a8,25-34,Tier 2,2024-04-17,VIP,2024-07-13,\N,\N
UIDJS5dcbb55a3f3,45+,Tier 3,2024-09-11,Free,2024-10-26,\N,\N
UIDJS5dce6e9518b,35-44,Tier 1,2024-06-18,VIP,\N,\N,\N
UIDJS5dcfeb23ce7,18-24,Tier 1,2024-07-07,VIP,\N,\N,\N
UIDJS5dd3390acad,25-34,Tier 1,2024-09-18,Premium,\N,\N,\N
UIDJS5dd38b049ee,25-34,Tier 2,2024-01-21,VIP,\N,2024-03-21,Premium
UIDJS5dd4613bf4c,45+,Tier 2,2024-03-30,VIP,\N,\N,\N
UIDJS5dd49c272b8,45+,Tier 1,2024-03-25,Premium,\N,\N,\N
UIDJS5dd548117b1,18-24,Tier 2,2024-02-01,Free,\N,\N,\N
UIDJS5dd590d0416,35-44,Tier 1,2024-04-18,Premium,\N,\N,\N
UIDJS5dd8cf21f9a,35-44,Tier 1,2024-05-24,Free,\N,2024-08-24,VIP
UIDJS5dd945363ed,25-34,Tier 2,2024-10-22,VIP,\N,\N,\N
UIDJS5ddbfcfdef1,18-24,Tier 1,2024-03-20,Premium,\N,\N,\N
UIDJS5ddec1fc868,35-44,Tier 1,2024-01-03,Free,2024-02-17,\N,\N
UIDJS5ddfe013f00,35-44,Tier 1,2024-10-14,Premium,\N,\N,\N
UIDJS5de0f532ff3,25-34,Tier 1,2024-07-13,Premium,\N,\N,\N
UIDJS5de30138fab,25-34,Tier 2,2024-05-05,Free,\N,\N,\N
UIDJS5de63792a31,35-44,Tier 1,2024-08-31,Premium,\N,\N,\N
UIDJS5de67fd8a68,25-34,Tier 3,2024-01-23,Free,\N,\N,\N
UIDJS5de685483d1,25-34,Tier 2,2024-04-27,Premium,\N,\N,\N
UIDJS5de6bf1233f,35-44,Tier 1,2024-04-03,VIP,\N,\N,\N
UIDJS5de80890662,35-44,Tier 1,2024-02-02,Premium,\N,\N,\N
UIDJS5de822eea62,45+,Tier 2,2024-02-25,VIP,\N,2024-04-25,Premium
UIDJS5de97948892,25-34,Tier 3,2024-08-09,VIP,\N,\N,\N
UIDJS5de9f9aad4a,25-34,Tier 2,2024-04-30,Premium,\N,\N,\N
UIDJS5deaf0e5a0e,25-34,Tier 3,2024-11-12,Free,\N,\N,\N
UIDJS5deb1b5c0cc,35-44,Tier 1,2024-03-27,Free,\N,\N,\N
UIDJS5dec3e30290,25-34,Tier 1,2024-07-11,Premium,\N,\N,\N
UIDJS5dec5be2c6f,35-44,Tier 3,2024-08-15,Premium,\N,\N,\N
UIDJS5dee43c0e21,25-34,Tier 1,2024-09-24,Free,\N,\N,\N
UIDJS5df0a376cfc,18-24,Tier 1,2024-11-20,VIP,\N,\N,\N
UIDJS5df1b6b75b6,18-24,Tier 2,2024-02-19,VIP,\N,\N,\N
UIDJS5df2c76058b,35-44,Tier 3,2024-06-14,VIP,\N,2024-09-14,Free
UIDJS5df2f212332,18-24,Tier 1,2024-07-30,VIP,\N,\N,\N
UIDJS5df349487ac,35-44,Tier 3,2024-10-04,VIP,\N,\N,\N
UIDJS5df39514828,35-44,Tier 1,2024-04-13,VIP,2024-05-28,\N,\N
UIDJS5df532719d9,45+,Tier 1,2024-11-12,VIP,\N,2024-12-12,Premium
UIDJS5df54cd92c1,18-24,Tier 3,2024-10-25,VIP,\N,\N,\N
UIDJS5df76364fbb,35-44,Tier 1,2024-10-21,Premium,\N,\N,\N
UIDJS5df773b2b9c,35-44,Tier 2,2024-08-10,VIP,2024-11-23,\N,\N
UIDJS5df89ac535b,35-44,Tier 1,2024-10-03,Free,\N,2024-11-03,Premium
UIDJS5df8d2eee44,35-44,Tier 1,2024-08-13,Premium,\N,\N,\N
UIDJS5dfb304fe16,35-44,Tier 3,2024-08-03,VIP,\N,\N,\N
UIDJS5dfd68dc6f8,25-34,Tier 1,2024-10-23,Free,\N,2024-11-23,Premium
UIDJS5dfd8fa94ea,35-44,Tier 1,2024-07-04,VIP,\N,\N,\N
UIDJS5dffa31063f,25-34,Tier 2,2024-07-14,VIP,2024-08-20,\N,\N
UIDJS5e002e07a32,18-24,Tier 2,2024-10-09,VIP,\N,\N,\N
UIDJS5e00e4b4e66,35-44,Tier 1,2024-05-24,VIP,\N,\N,\N
UIDJS5e01db96e74,18-24,Tier 1,2024-01-31,VIP,2024-07-15,\N,\N
UIDJS5e0389ec931,18-24,Tier 1,2024-04-27,Free,2024-07-20,\N,\N
UIDJS5e0397abd74,25-34,Tier 2,2024-02-08,Free,\N,\N,\N
UIDJS5e0643f186b,35-44,Tier 2,2024-08-04,Free,\N,\N,\N
UIDJS5e0712c134b,25-34,Tier 1,2024-07-21,Free,\N,2024-08-21,Premium
UIDJS5e0863e3e76,45+,Tier 2,2024-04-02,Premium,\N,\N,\N
UIDJS5e09b0740f6,25-34,Tier 2,2024-11-21,Premium,\N,\N,\N
UIDJS5e0a485a058,18-24,Tier 2,2024-09-04,Free,2024-11-08,\N,\N
UIDJS5e1593661b9,25-34,Tier 3,2024-01-25,Free,2024-04-29,\N,\N
UIDJS5e16aa283a4,45+,Tier 2,2024-10-08,VIP,\N,2024-11-08,Premium
UIDJS5e19e8ca779,25-34,Tier 1,2024-08-10,VIP,\N,2024-09-10,Premium
UIDJS5e1a6b95a5a,25-34,Tier 1,2024-01-16,Premium,2024-08-08,\N,\N
UIDJS5e1d8fb0867,25-34,Tier 1,2024-11-22,VIP,\N,\N,\N
UIDJS5e1e859c657,35-44,Tier 2,2024-01-03,VIP,\N,\N,\N
UIDJS5e1f73d0318,35-44,Tier 3,2024-09-11,Premium,\N,\N,\N
UIDJS5e225ba7193,25-34,Tier 1,2024-08-09,VIP,\N,2024-10-09,Premium
UIDJS5e229d31e33,18-24,Tier 1,2024-01-06,Premium,\N,\N,\N
UIDJS5e22d323738,35-44,Tier 2,2024-10-05,Free,\N,\N,\N
UIDJS5e273af96f9,25-34,Tier 1,2024-02-13,Premium,\N,\N,\N
UIDJS5e295c3cf36,35-44,Tier 3,2024-08-15,VIP,\N,\N,\N
UIDJS5e2ab318dce,18-24,Tier 1,2024-11-15,Premium,\N,\N,\N
UIDJS5e2b4d4e6f9,45+,Tier 1,2024-09-08,VIP,2024-12-02,\N,\N
UIDJS5e2c3545c71,35-44,Tier 1,2024-09-11,Free,\N,\N,\N
UIDJS5e2d1b1c2ce,18-24,Tier 2,2024-05-02,VIP,2024-06-17,\N,\N
UIDJS5e2d25e2453,45+,Tier 1,2024-02-13,VIP,\N,2024-04-13,Premium
UIDJS5e2f26e2a75,25-34,Tier 1,2024-10-23,Premium,\N,\N,\N
UIDJS5e307abed68,35-44,Tier 2,2024-07-27,VIP,\N,2024-08-27,Premium
UIDJS5e308693bb7,25-34,Tier 1,2024-05-12,VIP,2024-10-04,\N,\N
UIDJS5e330ed160c,35-44,Tier 1,2024-03-24,Premium,\N,\N,\N
UIDJS5e3419bd19f,25-34,Tier 1,2024-09-23,VIP,\N,\N,\N
UIDJS5e348801662,35-44,Tier 2,2024-05-18,Free,2024-11-14,\N,\N
UIDJS5e34ece9045,35-44,Tier 2,2024-01-23,VIP,\N,2024-02-23,Free
UIDJS5e365d45840,25-34,Tier 2,2024-06-04,VIP,\N,\N,\N
UIDJS5e38c628ab4,45+,Tier 1,2024-11-16,VIP,\N,\N,\N
UIDJS5e3cf76d35d,18-24,Tier 1,2024-11-07,Free,\N,\N,\N
UIDJS5e3d0beb0ac,35-44,Tier 2,2024-04-16,Free,2024-06-08,\N,\N
UIDJS5e3df0e0ef6,45+,Tier 2,2024-06-18,VIP,\N,\N,\N
UIDJS5e42d0352e5,35-44,Tier 1,2024-11-03,VIP,\N,\N,\N
UIDJS5e43d95247b,25-34,Tier 1,2024-04-05,VIP,\N,\N,\N
UIDJS5e44bfdf9c5,25-34,Tier 3,2024-08-14,VIP,\N,\N,\N
UIDJS5e459fad6bc,25-34,Tier 3,2024-07-27,Premium,\N,2024-11-27,Free
UIDJS5e467c954d2,35-44,Tier 1,2024-09-09,Premium,\N,\N,\N
UIDJS5e49911e026,35-44,Tier 3,2024-01-15,Free,\N,2024-05-15,VIP
UIDJS5e49d8a1292,25-34,Tier 2,2024-08-03,VIP,\N,\N,\N
UIDJS5e4a85ad59b,25-34,Tier 1,2024-03-11,VIP,\N,\N,\N
UIDJS5e4c0cab2c5,25-34,Tier 1,2024-09-25,Free,\N,\N,\N
UIDJS5e4ca8cf29e,35-44,Tier 3,2024-10-02,Free,\N,\N,\N
UIDJS5e4f215bec4,25-34,Tier 1,2024-11-12,VIP,\N,2024-12-12,Premium
UIDJS5e5115dc1d5,45+,Tier 3,2024-04-24,Free,\N,2024-05-24,Premium
UIDJS5e5133a0a70,18-24,Tier 2,2024-05-05,VIP,\N,\N,\N
UIDJS5e53b52a6c1,18-24,Tier 2,2024-05-20,VIP,\N,\N,\N
UIDJS5e559daac5f,25-34,Tier 1,2024-04-20,VIP,2024-10-18,\N,\N
UIDJS5e598895b45,18-24,Tier 2,2024-03-11,VIP,\N,2024-08-11,Free
UIDJS5e5c173a5a2,35-44,Tier 1,2024-09-03,Premium,\N,\N,\N
UIDJS5e5d3533120,35-44,Tier 2,2024-07-23,Premium,\N,\N,\N
UIDJS5e5e21b9cf4,25-34,Tier 1,2024-02-23,VIP,2024-06-17,\N,\N
UIDJS5e5e831b9ea,25-34,Tier 3,2024-02-16,VIP,\N,2024-03-16,Free
UIDJS5e5ed62aa66,35-44,Tier 2,2024-04-03,Free,\N,2024-06-03,VIP
UIDJS5e5f78b5e19,18-24,Tier 1,2024-05-30,Free,\N,\N,\N
UIDJS5e61bcb8cc0,18-24,Tier 3,2024-09-18,Free,\N,\N,\N
UIDJS5e62e9a0cb8,45+,Tier 3,2024-10-17,Free,2024-12-01,\N,\N
UIDJS5e6398acfa8,35-44,Tier 1,2024-02-21,Free,\N,\N,\N
UIDJS5e65beba295,25-34,Tier 1,2024-10-12,Free,\N,\N,\N
UIDJS5e65e3544fa,35-44,Tier 2,2024-05-30,Free,\N,2024-06-30,Premium
UIDJS5e67e10af6c,18-24,Tier 2,2024-07-10,Premium,\N,\N,\N
UIDJS5e68b9ce958,35-44,Tier 3,2024-08-23,Free,\N,\N,\N
UIDJS5e6d28c06e6,25-34,Tier 1,2024-05-16,Premium,\N,\N,\N
UIDJS5e6ee7f87a4,35-44,Tier 3,2024-09-05,VIP,\N,\N,\N
UIDJS5e6ffbf3662,18-24,Tier 1,2024-07-26,VIP,\N,2024-09-26,Premium
UIDJS5e70234e33c,25-34,Tier 1,2024-09-24,Premium,\N,\N,\N
UIDJS5e716f4aaf2,25-34,Tier 1,2024-03-31,VIP,\N,\N,\N
UIDJS5e729d7f694,35-44,Tier 1,2024-02-26,Premium,\N,\N,\N
UIDJS5e72d792b56,35-44,Tier 2,2024-04-25,VIP,\N,\N,\N
UIDJS5e761f315a3,35-44,Tier 1,2024-04-30,Premium,\N,\N,\N
UIDJS5e769afd858,35-44,Tier 1,2024-01-16,Free,\N,2024-03-16,Premium
UIDJS5e77b66d3b9,25-34,Tier 1,2024-08-15,Premium,\N,\N,\N
UIDJS5e77f09d925,25-34,Tier 1,2024-03-01,Free,\N,\N,\N
UIDJS5e795e62bf5,35-44,Tier 2,2024-04-21,Free,\N,\N,\N
UIDJS5e79fdd2c46,25-34,Tier 3,2024-09-25,Premium,\N,\N,\N
UIDJS5e7b6176897,25-34,Tier 1,2024-09-02,Premium,\N,\N,\N
UIDJS5e7b66108bd,18-24,Tier 2,2024-04-25,Premium,\N,\N,\N
UIDJS5e7bc038773,18-24,Tier 3,2024-01-24,Free,2024-10-25,\N,\N
UIDJS5e7d7072db9,25-34,Tier 2,2024-08-18,Free,2024-12-15,\N,\N
UIDJS5e7db1dcce7,25-34,Tier 1,2024-02-11,VIP,\N,2024-04-11,Premium
UIDJS5e7e91605a5,45+,Tier 2,2024-10-31,Free,2024-12-12,\N,\N
UIDJS5e7f6d5203b,25-34,Tier 2,2024-04-20,Free,\N,\N,\N
UIDJS5e7f854842b,25-34,Tier 1,2024-07-24,Premium,\N,\N,\N
UIDJS5e7f8d6161c,18-24,Tier 3,2024-01-13,Free,\N,\N,\N
UIDJS5e805ded415,35-44,Tier 3,2024-06-15,Free,2024-07-26,\N,\N
UIDJS5e86639832c,18-24,Tier 3,2024-10-03,Premium,2024-11-29,\N,\N
UIDJS5e8699241e6,35-44,Tier 1,2024-11-27,VIP,2024-12-19,\N,\N
UIDJS5e8789a4aa8,25-34,Tier 2,2024-11-11,Premium,\N,\N,\N
UIDJS5e8807f7037,25-34,Tier 3,2024-01-25,VIP,\N,2024-02-25,Premium
UIDJS5e885012abc,45+,Tier 1,2024-03-10,VIP,\N,\N,\N
UIDJS5e8952715d0,25-34,Tier 3,2024-05-09,VIP,\N,2024-10-09,Free
UIDJS5e8a22e7694,35-44,Tier 3,2024-04-04,VIP,\N,\N,\N
UIDJS5e8af2e55de,35-44,Tier 3,2024-11-20,Free,\N,\N,\N
UIDJS5e8b8f7e4c7,25-34,Tier 1,2024-11-14,Premium,\N,\N,\N
UIDJS5e8b99948d9,18-24,Tier 1,2024-11-15,Free,2024-12-05,\N,\N
UIDJS5e8c3e81a6e,18-24,Tier 3,2024-03-10,VIP,\N,2024-11-10,Free
UIDJS5e8cff607d5,35-44,Tier 2,2024-03-06,Premium,2024-08-13,\N,\N
UIDJS5e8d69ede6c,25-34,Tier 1,2024-11-19,Premium,\N,\N,\N
UIDJS5e8e364cdd0,18-24,Tier 1,2024-09-28,Premium,\N,\N,\N
UIDJS5e8ef28d090,45+,Tier 2,2024-06-30,Premium,\N,\N,\N
UIDJS5e8f26c323b,35-44,Tier 2,2024-11-14,Free,\N,\N,\N
UIDJS5e93849a0fa,45+,Tier 2,2024-01-04,VIP,\N,2024-10-04,Premium
UIDJS5e956eb5902,25-34,Tier 1,2024-10-04,Premium,\N,\N,\N
UIDJS5e959afd345,18-24,Tier 2,2024-07-02,VIP,\N,\N,\N
UIDJS5e98e068b7b,45+,Tier 2,2024-06-18,VIP,\N,2024-08-18,Premium
UIDJS5e9bbeaf54b,25-34,Tier 1,2024-01-01,VIP,\N,\N,\N
UIDJS5e9dcb79366,45+,Tier 1,2024-08-28,Free,\N,2024-09-28,VIP
UIDJS5e9e0e8acab,35-44,Tier 1,2024-05-06,VIP,\N,\N,\N
UIDJS5e9e54a3fda,25-34,Tier 1,2024-04-28,Premium,\N,\N,\N
UIDJS5e9f7556b41,35-44,Tier 3,2024-03-19,Premium,\N,\N,\N
UIDJS5ea12f91ec7,35-44,Tier 2,2024-09-06,VIP,\N,2024-10-06,Premium
UIDJS5ea29d760b0,18-24,Tier 3,2024-03-23,VIP,\N,\N,\N
UIDJS5ea4dba9176,35-44,Tier 2,2024-06-12,VIP,\N,\N,\N
UIDJS5ea7b8b6dc7,25-34,Tier 1,2024-01-22,VIP,2024-03-28,\N,\N
UIDJS5ea81e58221,35-44,Tier 2,2024-01-14,VIP,2024-04-08,\N,\N
UIDJS5eabae959bb,18-24,Tier 1,2024-08-01,Premium,\N,\N,\N
UIDJS5ead4178b43,25-34,Tier 2,2024-03-22,Premium,\N,\N,\N
UIDJS5ead82718aa,35-44,Tier 1,2024-07-02,Premium,2024-09-13,\N,\N
UIDJS5eae0015d84,35-44,Tier 3,2024-04-23,Premium,\N,\N,\N
UIDJS5eb0b773dd8,45+,Tier 2,2024-08-21,VIP,\N,\N,\N
UIDJS5eb129d9c41,25-34,Tier 2,2024-02-02,VIP,\N,2024-04-02,Premium
UIDJS5eb16214a65,25-34,Tier 1,2024-02-26,Free,\N,\N,\N
UIDJS5eb2eb0f492,35-44,Tier 1,2024-06-11,Premium,\N,\N,\N
UIDJS5eb322b772d,18-24,Tier 1,2024-09-14,Premium,\N,\N,\N
UIDJS5eb3b3d43c9,25-34,Tier 2,2024-01-06,Free,\N,2024-04-06,VIP
UIDJS5eb4a5003f7,18-24,Tier 1,2024-10-11,VIP,\N,\N,\N
UIDJS5eb6219cca8,25-34,Tier 2,2024-01-05,Free,\N,\N,\N
UIDJS5eb6e7b08f0,25-34,Tier 1,2024-04-03,Premium,\N,\N,\N
UIDJS5eb727c24fa,35-44,Tier 3,2024-04-06,Free,2024-08-25,\N,\N
UIDJS5eb8081f040,35-44,Tier 1,2024-06-10,Premium,\N,\N,\N
UIDJS5eb9849ac0c,25-34,Tier 2,2024-01-19,Free,2024-09-04,\N,\N
UIDJS5ebb83e066f,25-34,Tier 2,2024-01-24,Premium,\N,\N,\N
UIDJS5ebbbfbf818,18-24,Tier 1,2024-01-11,VIP,\N,\N,\N
UIDJS5ebc02e1811,35-44,Tier 1,2024-07-08,VIP,2024-09-30,\N,\N
UIDJS5ebc683b176,45+,Tier 1,2024-04-07,Free,\N,\N,\N
UIDJS5ebea68813b,25-34,Tier 1,2024-10-17,Premium,\N,\N,\N
UIDJS5ebfb2b6ef2,25-34,Tier 1,2024-07-27,Premium,\N,\N,\N
UIDJS5ec086a76c7,18-24,Tier 1,2024-05-27,VIP,\N,\N,\N
UIDJS5ec5def2401,45+,Tier 2,2024-08-22,VIP,\N,2024-10-22,Premium
UIDJS5ec7d2e9783,25-34,Tier 1,2024-04-27,Free,2024-12-10,\N,\N
UIDJS5ec7e5092bb,35-44,Tier 1,2024-08-08,Free,\N,\N,\N
UIDJS5ecad7e1f51,25-34,Tier 1,2024-03-27,Premium,\N,\N,\N
UIDJS5ecc18edd53,25-34,Tier 3,2024-07-19,Free,\N,\N,\N
UIDJS5ecc442d945,25-34,Tier 3,2024-10-06,Free,\N,\N,\N
UIDJS5ecd0a1a394,25-34,Tier 1,2024-04-29,Premium,\N,\N,\N
UIDJS5ecd655abfd,35-44,Tier 2,2024-10-01,VIP,\N,\N,\N
UIDJS5ed0165e0d9,25-34,Tier 1,2024-03-09,Free,\N,2024-04-09,Premium
UIDJS5ed04e0f499,45+,Tier 1,2024-09-24,Premium,\N,\N,\N
UIDJS5ed24a15c97,35-44,Tier 1,2024-10-09,VIP,\N,\N,\N
UIDJS5ed322d1f17,25-34,Tier 2,2024-02-26,Free,\N,\N,\N
UIDJS5ed635c178d,35-44,Tier 1,2024-03-12,VIP,\N,2024-04-12,Premium
UIDJS5ed8417dbb9,18-24,Tier 2,2024-05-16,VIP,\N,\N,\N
UIDJS5ed9d3595d6,18-24,Tier 2,2024-06-26,Premium,\N,\N,\N
UIDJS5eda4ecc8d6,35-44,Tier 3,2024-05-17,Free,\N,\N,\N
UIDJS5edda0233a6,25-34,Tier 2,2024-11-16,Free,\N,\N,\N
UIDJS5ede96762c5,45+,Tier 1,2024-09-15,VIP,\N,\N,\N
UIDJS5edfd662edd,18-24,Tier 1,2024-02-19,Free,\N,2024-04-19,Premium
UIDJS5ee010b8622,18-24,Tier 2,2024-01-30,VIP,\N,\N,\N
UIDJS5ee0ef69713,25-34,Tier 2,2024-07-22,VIP,\N,2024-11-22,Free
UIDJS5ee154a2602,25-34,Tier 1,2024-08-31,Premium,\N,\N,\N
UIDJS5ee2166d30d,25-34,Tier 2,2024-09-02,VIP,\N,2024-12-02,Free
UIDJS5ee28d1d581,25-34,Tier 1,2024-02-28,Premium,\N,\N,\N
UIDJS5ee353f1b2e,45+,Tier 1,2024-04-12,Premium,2024-05-18,\N,\N
UIDJS5ee44401504,25-34,Tier 1,2024-08-26,VIP,\N,\N,\N
UIDJS5ee8fdc5267,25-34,Tier 3,2024-11-15,Free,\N,\N,\N
UIDJS5eea2253d1b,35-44,Tier 2,2024-09-11,Free,2024-11-17,\N,\N
UIDJS5eecf13549b,35-44,Tier 1,2024-06-30,VIP,\N,\N,\N
UIDJS5eeea17b292,25-34,Tier 1,2024-05-31,VIP,\N,\N,\N
UIDJS5eef94514db,35-44,Tier 2,2024-01-15,VIP,\N,2024-03-15,Free
UIDJS5ef46c998fc,25-34,Tier 1,2024-05-09,Premium,\N,\N,\N
